Temperature:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graph,,,,,
I,J,K,Temperature Sensitivity Parameter,Total Factor Productivity Growth,Population Growth,V1,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150,2155,2160,2165,2170,2175,2180,2185,2190,2195,2200,2205,2210,2215,2220,2225,2230,2235,2240,2245,2250,2255,2260,2265,2270,2275,2280,2285,2290,2295,2300,2305,SurfacePredictions,GAMS,Error,,Temperature Sensitivity Parameter,Total Factor Productivity Growth,Population Growth,SurfacePredictions,GAMS,Error
79,79,79,4.5260205,0.995078,0.9903973,Atmospheric Temperature (deg C above preindustrial),0.8,0.995848325,1.198996182,1.406900179,1.617255201,1.828010025,2.037366358,2.243769302,2.44589348,2.642627129,2.833055356,3.016443252,3.192219293,3.359959302,3.519371232,3.670281013,3.812619737,3.94641261,4.071770219,4.185927681,4.290468515,4.386825104,4.47624378,4.55977768,4.638295109,4.712495749,4.782930066,4.850019229,4.914074064,4.975312318,5.033873914,5.089834181,5.143215114,5.193994846,5.242115497,5.287489601,5.330005275,5.369530297,5.405915238,5.438995764,5.468594229,5.494520627,5.516572984,5.53453724,5.548186639,5.557280609,5.55440428,5.541966404,5.522001079,5.496218332,5.466049375,5.432687292,5.397078866,5.360009515,5.323788214,5.291022648,5.264247233,5.245884743,5.238213778,5.243385231,4.131022,4.071770219,-1.455%,,4.5260205,0.995078,0.9903973,4.131022,4.071770219,-1.455%
80,80,80,4.0526278,0.9969203,1.0036457,Atmospheric Temperature (deg C above preindustrial),0.8,0.977286423,1.163914804,1.359574894,1.563847246,1.776189594,1.995939622,2.222328951,2.454503861,2.691549081,2.932511901,3.17642468,3.422324503,3.669269244,3.91634959,4.162696678,4.407484822,4.649928292,4.889269975,5.121949235,5.347609377,5.566076431,5.777266665,5.981137208,6.177660686,6.366812949,6.548567677,6.722894398,6.889758038,7.049118964,7.200933031,7.34515137,7.481719831,7.610578053,7.731658153,7.844883065,7.950164537,8.047400783,8.136473795,8.217246289,8.289558248,8.353223009,8.408022793,8.453703543,8.489968801,8.516472162,8.518660839,8.501123619,8.467794094,8.422027064,8.366669754,8.304128396,8.236334654,8.164911852,8.091211359,8.016346812,7.941225692,7.866578051,7.798797487,7.757971319,4.971896,4.889269975,-1.690%,,4.0526278,0.9969203,1.0036457,4.971896,4.889269975,-1.690%
81,81,81,1.7314757,0.996576,0.9987747,Atmospheric Temperature (deg C above preindustrial),0.8,0.847806847,0.908049881,0.978290078,1.05644249,1.140713461,1.229552811,1.321617573,1.4157442,1.510926757,1.606299188,1.701120326,1.794760741,1.886690849,1.976469893,2.063735585,2.148194164,2.229610647,2.307798867,2.380523746,2.448572938,2.512634091,2.573266897,2.630902847,2.685858084,2.738351163,2.788521408,2.836445721,2.882153007,2.925636007,2.966860672,3.005773374,3.042306277,3.076381192,3.107912191,3.136807229,3.16296897,3.186294967,3.206677317,3.224001879,3.238147107,3.248982533,3.256366904,3.26014597,3.260149872,3.256190086,3.243490613,3.224424139,3.200996359,3.17494402,3.14781462,3.121391185,3.09680739,3.075281195,3.058088321,3.04653269,3.041911693,3.045478391,3.058410965,3.081830452,2.30688,2.307798867,0.040%,,1.7314757,0.996576,0.9987747,2.30688,2.307798867,0.040%
82,82,82,4.1951913,0.9932699,1.007674,Atmospheric Temperature (deg C above preindustrial),0.8,0.982991827,1.175633872,1.377599282,1.588347088,1.807167676,2.03322176,2.265575346,2.503231415,2.745158229,2.990313892,3.237666816,3.486211825,3.734981704,3.983053978,4.229552464,4.473642637,4.714518768,4.951378565,5.180523577,5.401578887,5.614511261,5.819441217,6.016542151,6.205988976,6.387934279,6.562499303,6.72977251,6.889811657,7.042647189,7.188285774,7.326713421,7.457897926,7.581790573,7.698327097,7.807427951,7.908997937,8.002925231,8.089079865,8.167311653,8.237447594,8.299288703,8.352606224,8.397137114,8.432578578,8.458581236,8.461067375,8.444465404,8.412571963,8.368625567,8.315375275,8.255144888,8.189801056,8.120913076,8.049787948,7.977503361,7.904938125,7.832799861,7.768654007,7.73072322,5.070757,4.951378565,-2.411%,,4.1951913,0.9932699,1.007674,5.070757,4.951378565,-2.411%
83,83,83,4.2661791,0.9977789,0.9914849,Atmospheric Temperature (deg C above preindustrial),0.8,0.985793402,1.179194317,1.378259696,1.581229781,1.786504077,1.992627023,2.198279643,2.402274468,2.603551851,2.801176502,2.994333605,3.182324272,3.364560339,3.540558742,3.709935853,3.872402404,4.027759884,4.17589978,4.313933101,4.443218778,4.564947138,4.680123512,4.789572339,4.893951757,4.993772702,5.089419071,5.181167077,5.269202873,5.353638044,5.434522901,5.511857676,5.585601786,5.655681365,5.721995287,5.784419862,5.842812384,5.897013685,5.946849826,5.992133031,6.032661947,6.068221306,6.098581011,6.123494692,6.142697679,6.155904316,6.153582578,6.138815511,6.114216377,6.081989764,6.043986849,6.001755573,5.956527369,5.909326591,5.860996886,5.812225573,5.766706481,5.729879475,5.706781765,5.701984263,4.263578,4.17589978,-2.100%,,4.2661791,0.9977789,0.9914849,4.263578,4.17589978,-2.100%
84,84,84,4.4809158,1.0011827,0.9990734,Atmospheric Temperature (deg C above preindustrial),0.8,0.99412402,1.197813583,1.410818896,1.632905484,1.863763259,2.102961721,2.349936471,2.603995809,2.864339137,3.130081225,3.400278294,3.67395331,3.950118978,4.22779772,4.50603855,4.783931207,5.060618413,5.335307681,5.604343705,5.867306472,6.123750137,6.373246124,6.615403679,6.849877886,7.076370839,7.294629174,7.504439767,7.705624603,7.898035349,8.081547924,8.256057196,8.421471863,8.577709524,8.724691906,8.862340225,8.990570612,9.109289555,9.218389288,9.317743045,9.407200098,9.486580463,9.555669148,9.614209701,9.661896727,9.698366695,9.707737677,9.694915696,9.664136161,9.61903638,9.562724745,9.497846708,9.426542401,9.350623412,9.271609824,9.190765395,9.109130298,9.027551122,8.946708015,8.89168385,5.384174,5.335307681,-0.916%,,4.4809158,1.0011827,0.9990734,5.384174,5.335307681,-0.916%
85,85,85,1.9962475,1.0005378,1.0077607,Atmospheric Temperature (deg C above preindustrial),0.8,0.869897017,0.951715539,1.045168023,1.150019097,1.265988658,1.39269654,1.529638446,1.676184279,1.83159133,1.995026162,2.165590393,2.342292297,2.523876847,2.709125328,2.896858676,3.0859352,3.275239843,3.463659959,3.647868298,3.825650332,3.995332647,4.155680244,4.305795171,4.445026737,4.572895704,4.689031478,4.793120037,4.884859941,4.96392369,5.029921725,5.082366173,5.120631041,5.14390456,5.151127584,5.14184416,5.120400751,5.090278614,5.054244852,5.014478924,4.97267854,4.930148209,4.887873156,4.846580881,4.80679228,4.768863951,4.717577345,4.656494087,4.588486358,4.515858045,4.440448007,4.363719517,4.286664439,4.210075032,4.134571195,4.060626245,3.988590522,3.918712494,3.866811555,3.866396879,3.354476,3.463659959,3.152%,,1.9962475,1.0005378,1.0077607,3.354476,3.463659959,3.152%
86,86,86,2.1046871,1.0016008,1.0040032,Atmospheric Temperature (deg C above preindustrial),0.8,0.877896482,0.966755508,1.066149669,1.175734631,1.295147527,1.423950289,1.561605235,1.707472724,1.8608228,2.020854625,2.186719163,2.357541938,2.532443808,2.710558555,2.891046607,3.073104569,3.255951865,3.438462194,3.617382418,3.791110864,3.9583543,4.118110832,4.269626395,4.41234471,4.545859452,4.669871935,4.784154973,4.888522415,4.982803344,5.06681979,5.140366764,5.203193431,5.254984172,5.295338157,5.323745774,5.339559688,5.341957369,5.329973512,5.307411902,5.277326846,5.242151433,5.203805661,5.163787476,5.123249303,5.083062223,5.031323105,4.97122864,4.905359185,4.83578439,4.764153714,4.691775056,4.619544613,4.548170579,4.478199624,4.410041694,4.343992555,4.280253841,4.237694296,4.237638601,3.335109,3.438462194,3.006%,,2.1046871,1.0016008,1.0040032,3.335109,3.438462194,3.006%
87,87,87,2.2097225,0.9997874,0.9960923,Atmospheric Temperature (deg C above preindustrial),0.8,0.885189963,0.979638617,1.08187061,1.190606537,1.304696356,1.423081524,1.544775659,1.66885642,1.794463626,1.920800306,2.047134609,2.172801439,2.297203254,2.419809911,2.540157759,2.657848422,2.77254801,2.883987932,2.98973356,3.090448298,3.18664889,3.278724594,3.366958217,3.451546145,3.532616104,3.610242189,3.684457189,3.755262421,3.822635395,3.886535638,3.946908989,4.003690628,4.056807085,4.106177405,4.15171363,4.193320716,4.230895961,4.264328034,4.293495603,4.318265627,4.338491262,4.35400939,4.364637701,4.37017123,4.370378211,4.354649423,4.326910098,4.290348716,4.247539908,4.200549144,4.151022387,4.100193693,4.049034054,3.998869673,3.953944521,3.918342315,3.895847418,3.889801082,3.903045862,2.874599,2.883987932,0.326%,,2.2097225,0.9997874,0.9960923,2.874599,2.883987932,0.326%
88,88,88,1.5354779,0.9943448,1.0016978,Atmospheric Temperature (deg C above preindustrial),0.8,0.82824979,0.871713143,0.927231842,0.992141831,1.06419835,1.141510854,1.222488214,1.305793236,1.390304999,1.475087505,1.5593633,1.64249096,1.723945572,1.803301478,1.880216635,1.954417898,2.025686345,2.093841303,2.156694785,2.215009106,2.269496427,2.320757557,2.369265554,2.415371799,2.459321862,2.501274282,2.541318739,2.579492067,2.615791555,2.650185554,2.682621649,2.713032756,2.741341495,2.767463176,2.791307674,2.81278044,2.831782809,2.848211762,2.86195924,2.872911075,2.880945585,2.885931849,2.887727655,2.886177112,2.881107877,2.871106604,2.857704318,2.842179429,2.825630665,2.809035138,2.793588348,2.779999594,2.76905967,2.761619948,2.758571792,2.760824307,2.769281429,2.784825739,2.808341592,2.101947,2.093841303,-0.387%,,1.5354779,0.9943448,1.0016978,2.101947,2.093841303,-0.387%
89,89,89,4.0351546,1.007132,1.0074091,Atmospheric Temperature (deg C above preindustrial),0.8,0.976579468,1.164494796,1.365982469,1.583401191,1.818971992,2.074591464,2.351667181,2.650602984,2.971214277,3.312739361,3.673875962,4.052831497,4.447376914,4.854895416,5.272418484,5.696641804,6.123912297,6.550173461,6.968044718,7.369796421,7.748795261,8.099330026,8.416274304,8.694687952,8.929365349,9.114286773,9.252586629,9.351994962,9.419207749,9.460000705,9.479332897,9.481441118,9.46992573,9.447828597,9.417703598,9.38168019,9.341520448,9.298670011,9.254303356,9.209363823,9.164598826,9.120590662,9.077783328,9.036505765,8.996991868,8.91357108,8.79223138,8.638267446,8.456326071,8.250467298,8.02424131,7.780300397,7.520893394,7.247900508,6.962867292,6.66703673,6.361378705,6.046616331,5.723248814,6.414665,6.550173461,2.069%,,4.0351546,1.007132,1.0074091,6.414665,6.550173461,2.069%
90,90,90,2.9910035,1.0037222,0.9989305,Atmospheric Temperature (deg C above preindustrial),0.8,0.930065392,1.069009,1.216739283,1.373239757,1.538446789,1.71218299,1.894129224,2.083822293,2.280668568,2.483966454,2.692932659,2.90672893,3.124487221,3.345332309,3.568401701,3.792863491,4.017933723,4.242896105,4.464650589,4.682328038,4.895012966,5.10187043,5.302195321,5.495149722,5.679959462,5.856012659,6.022825845,6.180013752,6.327262951,6.46430901,6.590916615,6.706862014,6.811917145,6.905834785,6.988334096,7.059085854,7.117696605,7.163690811,7.196489808,7.215385943,7.21950961,7.210205634,7.190642693,7.163439512,7.130744912,7.083088553,7.023950955,6.956242421,6.882382503,6.804371607,6.723856208,6.642065338,6.560006249,6.478491661,6.398165795,6.319528541,6.242957436,6.174806721,6.142140995,4.178681,4.242896105,1.513%,,2.9910035,1.0037222,0.9989305,4.178681,4.242896105,1.513%
91,91,91,2.6108802,0.9979557,0.9967475,Atmospheric Temperature (deg C above preindustrial),0.8,0.909896076,1.02798354,1.152910964,1.283440478,1.418419653,1.556767288,1.697468087,1.839572432,1.98219855,2.124535273,2.265844305,2.40546143,2.542796469,2.677332015,2.808621163,2.936284524,3.060006932,3.179534329,3.292311372,3.399126302,3.500662775,3.597482109,3.690025291,3.778624482,3.863518169,3.944866814,4.022767384,4.09726607,4.168368974,4.236050825,4.300261893,4.360933316,4.41798108,4.471308834,4.520809754,4.566367582,4.607856979,4.645143283,4.678081748,4.706516308,4.730277883,4.749182246,4.763027404,4.77159043,4.774623616,4.76183951,4.736887526,4.702777573,4.66197816,4.616501724,4.56797922,4.517659254,4.466543487,4.41542397,4.367597864,4.327659483,4.299898522,4.288153259,4.295748591,3.209913,3.179534329,-0.955%,,2.6108802,0.9979557,0.9967475,3.209913,3.179534329,-0.955%
92,92,92,2.190034,0.9946395,1.0013382,Atmospheric Temperature (deg C above preindustrial),0.8,0.883853898,0.977236457,1.078593365,1.186454642,1.299447325,1.416301296,1.535851601,1.657038766,1.778907686,1.900605291,2.021377061,2.140562442,2.25758923,2.371966965,2.483279303,2.591175167,2.695358174,2.795573282,2.88935908,2.977399963,3.060379465,3.138905525,3.213481681,3.284502951,3.352263947,3.41697212,3.478762258,3.537710262,3.593845293,3.647159968,3.697618636,3.745163872,3.789721417,3.831203787,3.869512762,3.904540949,3.936172552,3.964283499,3.988740999,4.009402605,4.026114825,4.038711291,4.04701048,4.050812937,4.049897889,4.034641632,4.008640152,3.974803202,3.935470784,3.892512001,3.847409389,3.801588459,3.7575584,3.717870173,3.685068019,3.661621685,3.64984564,3.651824631,3.66940768,2.820005,2.795573282,-0.874%,,2.190034,0.9946395,1.0013382,2.820005,2.795573282,-0.874%
93,93,93,2.3148446,0.995808,0.9983153,Atmospheric Temperature (deg C above preindustrial),0.8,0.892102982,0.993017121,1.101114428,1.214893985,1.332978829,1.454112016,1.57715285,1.701073339,1.82495459,1.947982817,2.069444773,2.188722495,2.305287383,2.418693669,2.528571359,2.634618658,2.7365938,2.834305981,2.925336592,3.010554221,3.090753387,3.16660935,3.238666547,3.307344509,3.372951847,3.435702979,3.495734763,3.553121626,3.607888624,3.660022319,3.709479561,3.756194403,3.800083401,3.841049525,3.87898492,3.913772699,3.945287931,3.973397957,3.997962121,4.018831003,4.035845194,4.048833637,4.057611532,4.061977774,4.061711822,4.047565543,4.022952683,3.990648746,3.95289668,3.91149714,3.867885982,3.824090962,3.782378352,3.745058453,3.714440246,3.6927717,3.682170727,3.684563502,3.701685436,2.864128,2.834305981,-1.052%,,2.3148446,0.995808,0.9983153,2.864128,2.834305981,-1.052%
94,94,94,2.3874835,1.003763,1.0066532,Atmospheric Temperature (deg C above preindustrial),0.8,0.896680716,1.00400613,1.122574825,1.253021685,1.395873101,1.551457831,1.719861705,1.900915777,2.094208678,2.298835527,2.513602386,2.737180521,2.96813694,3.204961087,3.446085176,3.689896074,3.934736297,4.17889023,4.418257377,4.649297016,4.869126453,5.07547136,5.266548934,5.440937006,5.597448616,5.73501658,5.852585555,5.949005394,6.022916425,6.072612955,6.095863568,6.098464603,6.085248752,6.060184344,6.026508702,5.986842852,5.943290124,5.897520801,5.850844651,5.804272917,5.758571122,5.714303889,5.671872825,5.63154841,5.593496683,5.535016006,5.46056833,5.373871773,5.278013527,5.175550844,5.06860335,4.958673215,4.847017288,4.734673681,4.622488435,4.51114105,4.401168229,4.292985468,4.236785201,4.036966,4.17889023,3.396%,,2.3874835,1.003763,1.0066532,4.036966,4.17889023,3.396%
95,95,95,2.513726,0.9931007,0.9930742,Atmospheric Temperature (deg C above preindustrial),0.8,0.904296197,1.015928366,1.132498176,1.251871851,1.372202666,1.491926066,1.609741357,1.724587597,1.83561775,1.942173225,2.043759826,2.140025558,2.230740468,2.315778503,2.395101313,2.468743888,2.536801903,2.599420643,2.654455439,2.703260242,2.747036275,2.786801383,2.823387485,2.857453131,2.889503103,2.919910283,2.948937124,2.976755364,3.003463385,3.02910107,3.053662252,3.077104951,3.099359673,3.12033602,3.139927865,3.158017325,3.174477713,3.189175649,3.201972469,3.212725043,3.221286095,3.227504113,3.231222882,3.232280717,3.230509411,3.226005251,3.219531741,3.211774022,3.203360687,3.194881528,3.18707364,3.180426264,3.175473859,3.172785304,3.172954078,3.176588635,3.184303633,3.196715981,3.214464219,2.653665,2.599420643,-2.087%,,2.513726,0.9931007,0.9930742,2.653665,2.599420643,-2.087%
96,96,96,2.1803908,1.001443,1.003173,Atmospheric Temperature (deg C above preindustrial),0.8,0.88319446,0.976905068,1.08068422,1.194158948,1.31693602,1.448550251,1.588443389,1.735963576,1.890377576,2.050889882,2.216664479,2.386846337,2.560580847,2.737030113,2.915385618,3.094877018,3.27477692,3.454401272,3.630878061,3.802937897,3.969343677,4.129127408,4.281552119,4.426068099,4.562270939,4.68986427,4.808627892,4.918390975,5.019009561,5.110347506,5.192259939,5.26457841,5.327096857,5.379557576,5.421636259,5.45292505,5.472912247,5.480956779,5.476254714,5.459489001,5.43394141,5.402245204,5.366495337,5.328341677,5.289067728,5.238285022,5.179165762,5.114277641,5.045685356,4.975037927,4.903644745,4.832416745,4.762072522,4.693165845,4.626111194,4.561206856,4.498655397,4.457352492,4.455101639,3.363396,3.454401272,2.634%,,2.1803908,1.001443,1.003173,3.363396,3.454401272,2.634%
97,97,97,5.1867071,0.9946767,0.9900205,Atmospheric Temperature (deg C above preindustrial),0.8,1.020270787,1.248322622,1.481350753,1.716808187,1.952428589,2.186227798,2.41649416,2.641773225,2.860849754,3.072728667,3.276615807,3.471899055,3.658130137,3.835007382,4.002359689,4.16013197,4.308372459,4.447222436,4.573748544,4.689632868,4.796408423,4.895419806,4.987813206,5.07454308,5.15638748,5.233967127,5.307765358,5.378147341,5.445377759,5.509636563,5.571032745,5.629616165,5.685387576,5.738307022,5.788300768,5.835266964,5.879080166,5.919594885,5.956648274,5.990062064,6.019643836,6.045187707,6.066474481,6.083271282,6.09533066,6.095217162,6.085303237,6.067601159,6.043810492,6.015360786,5.98345013,5.949035539,5.912915963,5.875902465,5.841067886,5.811392523,5.789724452,5.778744462,5.78098123,4.446736,4.447222436,0.011%,,5.1867071,0.9946767,0.9900205,4.446736,4.447222436,0.011%
98,98,98,2.8812538,1.0040342,0.996409,Atmospheric Temperature (deg C above preindustrial),0.8,0.924490461,1.05754676,1.198737091,1.347752674,1.504285059,1.667959948,1.838308995,2.014765953,2.19667738,2.383321048,2.573927391,2.767701116,2.963841292,3.161559322,3.360094966,3.558731523,3.756812372,3.953762774,4.146679129,4.33528081,4.519120268,4.697720248,4.870639169,5.037497898,5.197986418,5.351860517,5.498934009,5.639069377,5.772168306,5.898162787,6.017007082,6.128670575,6.233131488,6.33037134,6.420370069,6.502802765,6.577284539,6.643455551,6.700963794,6.749449328,6.788529178,6.817782063,6.83673203,6.844829784,6.841429904,6.818364794,6.779932909,6.729735024,6.670771287,6.605527785,6.536054357,6.463935079,6.39046635,6.316695398,6.243455636,6.171398619,6.101022532,6.045265813,6.020482222,3.906928,3.953762774,1.185%,,2.8812538,1.0040342,0.996409,3.906928,3.953762774,1.185%
99,99,99,1.8404368,1.0076035,1.0090027,Atmospheric Temperature (deg C above preindustrial),0.8,0.857400213,0.92868688,1.014411823,1.115374764,1.232381301,1.366027344,1.516286344,1.682758642,1.864650353,2.060785275,2.269637512,2.489373168,2.717890846,2.952852157,3.191694461,3.431617729,3.669534891,3.901968151,4.122737624,4.325354057,4.504687229,4.656533913,4.777076873,4.862281789,4.909735351,4.928220531,4.924822777,4.905232509,4.873994614,4.834714592,4.790229159,4.74274756,4.693968699,4.645178182,4.597328664,4.551106253,4.506985262,4.465273218,4.426147717,4.38968647,4.355891657,4.324709567,4.2960463,4.269780238,4.245771846,4.178842028,4.076769888,3.945806749,3.790937591,3.616105166,3.42441095,3.217589865,2.996831049,2.762802756,2.515659039,2.255022174,1.979931523,1.688743288,1.378953575,3.8067,3.901968151,2.442%,,1.8404368,1.0076035,1.0090027,3.8067,3.901968151,2.442%
100,100,100,3.0112712,0.9949953,0.9902511,Atmospheric Temperature (deg C above preindustrial),0.8,0.931075801,1.068752623,1.210649127,1.354665776,1.498986061,1.6420632,1.782600199,1.919527439,2.051979897,2.179275066,2.300892083,2.416452301,2.525701421,2.628493253,2.724775182,2.814575463,2.897992564,2.97518694,3.043891249,3.105548807,3.161429216,3.212607845,3.259968311,3.304217154,3.345904001,3.385443285,3.423135331,3.459185667,3.493722101,3.526809425,3.558461854,3.588653369,3.61732621,3.644397735,3.669765891,3.693313486,3.714911437,3.73442118,3.751696328,3.766583727,3.778923976,3.788551487,3.795294154,3.798972645,3.799399378,3.794146263,3.784558286,3.771837435,3.757076193,3.741285379,3.725632358,3.710926925,3.698021283,3.687795738,3.681145278,3.678965909,3.682141498,3.691536433,3.708016608,3.033981,2.97518694,-1.976%,,3.0112712,0.9949953,0.9902511,3.033981,2.97518694,-1.976%
101,101,101,3.6733741,1.0018289,0.9915818,Atmospheric Temperature (deg C above preindustrial),0.8,0.961511855,1.130714959,1.306331161,1.487264313,1.672511856,1.861118759,2.052157759,2.244725009,2.437943987,2.630973073,2.823014056,3.013320065,3.201202296,3.386035539,3.567263078,3.744402162,3.917052156,4.084908815,4.24509959,4.398566832,4.546004602,4.687916424,4.824658709,4.956473915,5.083516134,5.205870982,5.323571092,5.436608171,5.544942317,5.648509152,5.747225168,5.84099163,5.929697289,6.013220103,6.091428135,6.164179749,6.231323201,6.292695681,6.348121878,6.397412061,6.440359704,6.476738615,6.506299521,6.528765986,6.543829438,6.539664318,6.520130949,6.488500373,6.447530416,6.399534648,6.346445207,6.289794274,6.230853522,6.170667359,6.110083668,6.049781742,5.995198835,5.955970169,5.940692912,4.141838,4.084908815,-1.394%,,3.6733741,1.0018289,0.9915818,4.141838,4.084908815,-1.394%
